  stations      lat      lon Time                     CS   foF2 QD  foF1 QD  MUFD QD  fmin QD  foEs QD fminF QD fminE QD   foE QD   fxI QD    FF QD    FE QD foF2p QD minEs QD  foEa QD   foP QD  fbEs QD     hF QD    hF2 QD     hE QD    hEs QD    hmE QD     yE QD     QF QD     QE QD   hmF2 QD   hmF1 QD halfNm QD    yF2 QD    yF1 QD caleF2 QD    B0 QD    hEa QD     hP QD   TEC QD   MD QD   B1 QD   D1 QD peEs QD
     AN438   37.39N  126.95E 2009-02-28T00:08:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  5.19 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T00:23:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  5.38 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T00:38:00.000Z  33  9.250 //   --- __ 39.12 //  3.30 //   --- __  3.30 //   --- __   --- __  9.05 //   --- __   --- __  5.59 //   --- __   --- __   --- __   --- __  210.0 //  210.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  203.3 //    --- __  194.2 //   11.4 //    --- __   10.7 //  10.4 //    --- __    --- __   --- __ 4.23 // 2.24 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T00:45:00.000Z  50  8.550 //   --- __ 36.12 //  6.88 //   --- __  6.88 //   --- __   --- __  9.20 //   --- __   --- __  5.53 //   --- __   --- __   --- __   --- __  199.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  172.6 //    --- __  146.6 //   33.5 //    --- __   18.1 //  39.5 //    --- __    --- __   7.3 // 4.22 // 1.55 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T00:53:00.000Z   0  4.600 //   --- __ 21.79 //  4.30 //   --- __  4.30 //   --- __   --- __   --- __  0.05 //   --- __  5.75 //   --- __   --- __   --- __   --- __  105.0 //  105.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __ 4.74 //  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T01:00:00.000Z 100  8.425 //   --- __ 25.78 //  4.25 //   --- __  4.25 //   --- __   --- __  9.07 //   --- __   --- __  5.68 //   --- __   --- __   --- __   --- __  210.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  280.2 //    --- __  185.3 //  128.8 //    --- __   69.2 // 141.1 //    --- __    --- __  25.7 // 3.06 // 1.87 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T01:08:00.000Z  33  9.300 //   --- __ 40.47 //  8.85 //   --- __  8.85 //   --- __   --- __  8.55 //   --- __   --- __  5.88 //   --- __   --- __   --- __   --- __  200.0 //  200.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  172.2 //    --- __  145.9 //   35.4 //    --- __   19.2 //  39.0 //    --- __    --- __   --- __ 4.35 // 1.79 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T01:23:00.000Z  33    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  5.95 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T01:38:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  6.05 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-28T01:53:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  6.13 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
