  stations      lat      lon Time                     CS   foF2 QD  foF1 QD  MUFD QD  fmin QD  foEs QD fminF QD fminE QD   foE QD   fxI QD    FF QD    FE QD foF2p QD minEs QD  foEa QD   foP QD  fbEs QD     hF QD    hF2 QD     hE QD    hEs QD    hmE QD     yE QD     QF QD     QE QD   hmF2 QD   hmF1 QD halfNm QD    yF2 QD    yF1 QD caleF2 QD    B0 QD    hEa QD     hP QD   TEC QD   MD QD   B1 QD   D1 QD peEs QD
     AN438   37.39N  126.95E 2009-02-09T00:00:00.000Z  70  7.575 //   --- __ 30.46 //  3.35 //   --- __  3.35 //   --- __   --- __  8.23 //   --- __   --- __  5.00 //   --- __   --- __   --- __   --- __  224.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  204.6 //    --- __  184.6 //   25.0 //    --- __   15.8 //  41.3 //    --- __    --- __   5.5 // 4.02 // 1.00 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-09T00:08:00.000Z 100  5.925 //  3.62 // 23.31 //  3.00 //   --- __  3.00 //   --- __   --- __  6.60 //  0.10 //   --- __  5.23 //   --- __   --- __   --- __   --- __  210.0 //  225.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  200.4 //  165.9 //  176.6 //   26.0 //   28.2 //   19.5 //  43.0 //    --- __    --- __   --- __ 3.95 // 1.18 // 0.43 //  --- __
     AN438   37.39N  126.95E 2009-02-09T00:15:00.000Z   0  5.850 //  3.70 // 22.74 //  3.60 //   --- __  3.60 //   --- __   --- __  6.53 //  0.03 //   --- __   --- __   --- __   --- __   --- __   --- __  230.0 //  234.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __ 3.89 //  --- __  --- __  --- __
     AN438   37.39N  126.95E 2009-02-09T00:23:00.000Z  75  5.906 //  3.82 // 22.99 //  3.10 //   --- __  3.10 //   --- __   --- __  6.60 //  0.10 //   --- __  5.42 //   --- __   --- __   --- __   --- __  205.0 //  240.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  207.7 //  170.3 //  179.3 //   27.5 //   34.8 //   22.8 //  51.7 //    --- __    --- __   --- __ 3.90 // 1.08 // 0.42 //  --- __
     AN438   37.39N  126.95E 2009-02-09T00:38:00.000Z 100  6.575 //  3.92 // 24.92 //  3.35 //   --- __  3.35 //   --- __   --- __  7.30 //  0.05 //   --- __  5.59 //   --- __   --- __   --- __   --- __  215.0 //  235.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  212.5 //  171.3 //  185.1 //   32.2 //   37.9 //   23.2 //  47.7 //    --- __    --- __   --- __ 3.80 // 1.33 // 0.61 //  --- __
     AN438   37.39N  126.95E 2009-02-09T00:45:00.000Z  70  7.325 //   --- __ 28.48 //  3.63 //   --- __  3.63 //   --- __   --- __  7.97 //   --- __   --- __  5.53 //   --- __   --- __   --- __   --- __  229.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  206.5 //    --- __  179.7 //   32.1 //    --- __   20.5 //  54.1 //    --- __    --- __   6.5 // 3.89 // 1.00 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-09T00:53:00.000Z 100  6.500 //   --- __ 24.59 //  3.90 //   --- __  3.90 //   --- __   --- __  7.25 //  0.10 //   --- __  5.75 //   --- __   --- __   --- __   --- __  230.0 //  230.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  208.1 //    --- __  174.9 //   40.3 //    --- __   26.3 //  65.8 //    --- __    --- __   --- __ 3.78 // 1.02 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-09T01:00:00.000Z 100  6.300 //   --- __ 24.03 //  3.20 //   --- __  3.20 //   --- __   --- __  6.95 //   --- __   --- __  5.68 //   --- __   --- __   --- __   --- __  199.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  205.8 //    --- __  174.8 //   37.2 //    --- __   24.8 //  61.9 //    --- __    --- __   5.7 // 3.81 // 1.00 //  --- __  --- __
     AN438   37.39N  126.95E 2009-02-09T01:08:00.000Z 100  6.575 //  3.85 // 24.26 //  3.05 //   --- __  3.05 //   --- __   --- __  7.25 //  0.10 //   --- __  5.88 //   --- __   --- __   --- __   --- __  200.0 //  240.0 //    --- __    --- __  110.0 //   20.0 //    --- __    --- __  215.5 //  163.2 //  184.1 //   39.1 //   33.5 //   26.9 //  57.2 //    --- __    --- __   --- __ 3.70 // 1.34 // 0.56 //  --- __
     AN438   37.39N  126.95E 2009-02-09T01:15:00.000Z  70  6.525 //   --- __ 25.37 //  4.72 //   --- __  4.72 //   --- __   --- __  7.18 //   --- __   --- __  5.80 //   --- __   --- __   --- __   --- __  223.0 //    --- __    --- __    --- __  110.0 //   20.0 //    --- __    --- __  190.0 //    --- __  152.5 //   44.1 //    --- __   25.7 //  61.2 //    --- __    --- __   6.2 // 3.89 // 1.27 //  --- __  --- __
