  stations      lat      lon Time                     CS   foF2 QD  foF1 QD  MUFD QD  fmin QD  foEs QD fminF QD fminE QD   foE QD   fxI QD    FF QD    FE QD foF2p QD minEs QD  foEa QD   foP QD  fbEs QD     hF QD    hF2 QD     hE QD    hEs QD    hmE QD     yE QD     QF QD     QE QD   hmF2 QD   hmF1 QD halfNm QD    yF2 QD    yF1 QD caleF2 QD    B0 QD    hEa QD     hP QD   TEC QD   MD QD   B1 QD   D1 QD peEs QD
     AL945   45.07N  276.44E 2019-05-14T00:00:00.000Z  50  4.950 //   --- __ 16.11 //  1.30 //  4.55 //  3.47 //  1.30 //  1.90 //  5.70 //  0.05 //   --- __  5.34 //  1.92 //   --- __   --- __  3.47 //  274.0 //  274.0 //  113.1 //  110.0 //   99.8 //    9.7 //    --- __    --- __  238.6 //    --- __  174.8 //   81.6 //    --- __   46.1 // 100.5 //    --- __    --- __   6.2 // 3.26 // 1.54 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T00:15:00.000Z 100  4.950 //   --- __ 16.36 //  1.58 //  3.45 //  3.13 //  1.70 //  1.92 //  5.72 //  0.08 //   --- __  5.32 //  1.58 //   --- __   --- __  3.13 //  253.0 //  253.0 //  115.6 //  110.0 //   98.2 //    8.1 //    --- __    --- __  234.7 //    --- __  175.2 //   76.8 //    --- __   43.8 //  93.3 //    --- __    --- __   5.9 // 3.31 // 1.61 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T00:30:00.000Z 100  4.975 //   --- __ 16.11 //  1.60 //  3.40 //  3.03 //  1.60 //  1.73 //  5.80 //  0.08 //   --- __  5.29 //  1.75 //   --- __   --- __  3.03 //  257.0 //  257.0 //  113.0 //  107.5 //   95.7 //    5.6 //    --- __    --- __  275.3 //    --- __  238.3 //   46.4 //    --- __   34.8 //  96.7 //    --- __    --- __   5.1 // 3.24 // 1.00 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T00:45:00.000Z  75  5.000 //   --- __ 16.22 //  1.70 //  3.40 //  3.33 //   --- __   --- __  5.78 //  0.08 //   --- __  5.23 //  1.70 //   --- __   --- __  3.33 //  254.0 //  254.0 //    --- __  105.0 //    --- __    --- __    --- __    --- __  256.5 //    --- __  202.3 //   75.0 //    --- __   40.7 //  78.1 //    --- __    --- __   5.5 // 3.24 // 2.04 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T01:00:00.000Z 100  5.050 //   --- __ 15.87 //  1.70 //  2.75 //  2.88 //   --- __   --- __  5.82 //  0.10 //   --- __  5.15 //  1.70 //   --- __   --- __   --- __  251.0 //  251.0 //    --- __  105.0 //    --- __    --- __    --- __    --- __  269.6 //    --- __  216.4 //   73.9 //    --- __   39.6 //  76.5 //    --- __    --- __   5.4 // 3.14 // 2.01 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T01:15:00.000Z 100  4.975 //   --- __ 15.85 //  1.65 //  2.53 //  2.42 //   --- __   --- __  5.90 //  0.13 //   --- __  5.06 //  1.65 //   --- __   --- __  2.42 //  239.5 //  239.5 //    --- __  105.0 //    --- __    --- __    --- __    --- __  271.9 //    --- __  224.7 //   66.8 //    --- __   36.0 //  62.3 //    --- __    --- __   4.7 // 3.19 // 2.73 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T01:30:00.000Z 100  5.025 //   --- __ 15.66 //  1.65 //  1.85 //  1.83 //   --- __   --- __  5.72 //  0.08 //   --- __  4.94 //  1.65 //   --- __   --- __  1.83 //  234.0 //  234.0 //    --- __  110.0 //    --- __    --- __    --- __    --- __  288.6 //    --- __  233.7 //   77.7 //    --- __   41.6 //  66.0 //    --- __    --- __   5.4 // 3.12 // 3.63 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T01:45:00.000Z 100  4.775 //   --- __ 15.45 //  1.73 //  2.38 //  1.75 //   --- __   --- __  5.65 //  0.13 //   --- __  4.81 //  1.73 //   --- __   --- __  1.75 //  250.0 //  250.0 //    --- __  105.0 //    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __ 3.24 //  --- __  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T02:00:00.000Z  50  4.600 //   --- __ 14.18 //  1.73 //  3.05 //  2.72 //   --- __   --- __  5.40 //  0.08 //   --- __  4.67 //  1.73 //   --- __   --- __  2.72 //  262.0 //  262.0 //    --- __  102.5 //    --- __    --- __    --- __    --- __  288.5 //    --- __  248.2 //   57.5 //    --- __   30.7 //  54.5 //    --- __    --- __   3.4 // 3.08 // 2.57 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T02:15:00.000Z  50  4.475 //   --- __ 13.52 //  1.65 //  2.85 //  2.83 //   --- __   --- __  5.32 //  0.05 //   --- __  4.52 //  1.65 //   --- __   --- __  2.83 //  281.0 //  281.0 //    --- __  102.5 //    --- __    --- __    --- __    --- __  312.0 //    --- __  264.7 //   67.5 //    --- __   36.6 //  61.0 //    --- __    --- __   3.8 // 3.02 // 3.08 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T02:30:00.000Z  33  4.425 //   --- __ 13.32 //  1.65 //  2.90 //  2.75 //   --- __   --- __  5.32 //  0.22 //   --- __  4.37 //  1.65 //   --- __   --- __  2.75 //  284.5 //  284.5 //    --- __  102.5 //    --- __    --- __    --- __    --- __  313.1 //    --- __  268.0 //   64.6 //    --- __   34.6 //  60.9 //    --- __    --- __   3.5 // 3.01 // 2.64 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T02:45:00.000Z 100  4.400 //   --- __ 13.16 //  1.58 //  1.90 //  1.80 //   --- __   --- __  5.18 //  0.08 //   --- __  4.21 //  1.58 //   --- __   --- __  1.80 //  251.5 //  251.5 //    --- __  107.5 //    --- __    --- __    --- __    --- __  308.2 //    --- __  257.2 //   72.1 //    --- __   38.6 //  59.7 //    --- __    --- __   3.8 // 2.99 // 3.72 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T03:00:00.000Z 100  4.225 //   --- __ 12.93 //  1.65 //   --- __  1.65 //   --- __   --- __  5.03 //  0.10 //   --- __  4.05 //   --- __   --- __   --- __   --- __  246.0 //  246.0 //    --- __    --- __    --- __    --- __    --- __    --- __  304.8 //    --- __  252.1 //   74.3 //    --- __   40.3 //  60.5 //    --- __    --- __   3.6 // 3.06 // 4.12 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T03:15:00.000Z 100  4.025 //   --- __ 11.74 //  1.70 //   --- __  1.70 //   --- __   --- __  4.80 //  0.08 //   --- __  3.90 //   --- __   --- __   --- __   --- __  249.0 //  249.0 //    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __ 2.92 //  --- __  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T03:30:00.000Z 100  3.925 //   --- __ 11.58 //  1.70 //   --- __  1.70 //   --- __   --- __  4.70 //  0.10 //   --- __  3.75 //   --- __   --- __   --- __   --- __  261.5 //  261.5 //    --- __    --- __    --- __    --- __    --- __    --- __  319.8 //    --- __  264.8 //   77.8 //    --- __   42.0 //  64.3 //    --- __    --- __   3.3 // 2.95 // 3.76 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T03:45:00.000Z 100  3.700 //   --- __ 11.00 //  1.67 //   --- __  1.67 //   --- __   --- __  4.50 //  0.15 //   --- __  3.61 //   --- __   --- __   --- __   --- __  274.0 //  274.0 //    --- __    --- __    --- __    --- __    --- __    --- __  318.1 //    --- __  266.8 //   72.8 //    --- __   39.5 //  60.9 //    --- __    --- __   2.8 // 2.97 // 3.68 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T04:00:00.000Z  50  3.675 //   --- __ 10.96 //  1.67 //  2.10 //  1.70 //   --- __   --- __  4.47 //  0.08 //   --- __  3.49 //  1.67 //   --- __   --- __  1.70 //  273.8 //  273.8 //    --- __  100.0 //    --- __    --- __    --- __    --- __  312.7 //    --- __  265.6 //   67.0 //    --- __   35.9 //  58.3 //    --- __    --- __   2.5 // 2.98 // 3.35 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T04:15:00.000Z 100  3.500 //   --- __ 10.95 //  1.70 //   --- __  1.70 //   --- __   --- __  4.35 //  0.15 //   --- __  3.37 //   --- __   --- __   --- __   --- __  260.0 //  260.0 //    --- __    --- __    --- __    --- __    --- __    --- __  290.5 //    --- __  256.3 //   48.9 //    --- __   25.4 //  47.5 //    --- __    --- __   1.6 // 3.13 // 2.29 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T04:30:00.000Z 100  3.475 //   --- __ 11.19 //  1.60 //   --- __  1.60 //   --- __   --- __  4.25 //  0.08 //   --- __  3.26 //   --- __   --- __   --- __   --- __  248.5 //  248.5 //    --- __    --- __    --- __    --- __    --- __    --- __  283.7 //    --- __  245.0 //   55.0 //    --- __   29.8 //  46.4 //    --- __    --- __   1.9 // 3.22 // 3.84 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T04:45:00.000Z 100  3.225 //   --- __ 10.44 //  1.73 //   --- __  1.73 //   --- __   --- __  4.03 //  0.13 //   --- __  3.16 //   --- __   --- __   --- __   --- __  239.0 //  239.0 //    --- __    --- __    --- __    --- __    --- __    --- __  280.6 //    --- __  237.7 //   60.8 //    --- __   33.6 //  45.6 //    --- __    --- __   1.8 // 3.24 // 5.54 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T05:00:00.000Z 100  3.000 //   --- __  8.88 //  1.73 //   --- __  1.73 //   --- __   --- __  3.70 //  0.10 //   --- __  3.07 //   --- __   --- __   --- __   --- __  276.0 //  276.0 //    --- __    --- __    --- __    --- __    --- __    --- __  315.1 //    --- __  264.5 //   71.7 //    --- __   38.8 //  60.8 //    --- __    --- __   1.8 // 2.96 // 3.50 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T05:15:00.000Z 100  2.175 //   --- __  6.46 //  1.73 //   --- __  1.73 //   --- __   --- __  3.05 //  0.15 //   --- __  2.99 //   --- __   --- __   --- __   --- __  306.5 //  306.5 //    --- __    --- __    --- __    --- __    --- __    --- __  313.6 //    --- __  263.7 //   71.7 //    --- __   39.5 //  62.9 //    --- __    --- __   1.0 // 2.97 // 3.52 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T05:30:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  2.91 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T05:45:00.000Z  75    --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __   --- __  2.84 //   --- __   --- __   --- __   --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T06:00:00.000Z  75    --- __   --- __   --- __  2.10 //  2.47 //   --- __   --- __   --- __   --- __   --- __   --- __  2.78 //  2.10 //   --- __   --- __   --- __    --- __    --- __    --- __  130.0 //    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __    --- __   --- __    --- __    --- __   --- __  --- __  --- __  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T06:15:00.000Z 100  2.350 //   --- __  7.93 //  1.75 //   --- __  1.75 //   --- __   --- __  3.15 //  0.15 //   --- __  2.71 //   --- __   --- __   --- __   --- __  267.0 //  267.0 //    --- __    --- __    --- __    --- __    --- __    --- __  266.1 //    --- __  241.1 //   35.6 //    --- __   19.1 //  35.1 //    --- __    --- __   0.6 // 3.37 // 2.32 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T06:30:00.000Z  50  2.075 //   --- __  5.84 //  1.75 //   --- __  1.75 //   --- __   --- __  2.75 //  0.15 //   --- __  2.65 //   --- __   --- __   --- __   --- __  397.0 //  397.0 //    --- __    --- __    --- __    --- __    --- __    --- __  332.0 //    --- __  282.1 //   68.7 //    --- __   35.1 //  77.9 //    --- __    --- __   0.8 // 2.81 // 1.46 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T06:45:00.000Z  50  2.050 //   --- __  5.35 //  1.67 //   --- __  1.67 //   --- __   --- __  2.70 //  0.05 //   --- __  2.60 //   --- __   --- __   --- __   --- __  414.0 //  414.0 //    --- __    --- __    --- __    --- __   10.0 //    --- __  392.1 //    --- __  310.8 //  113.5 //    --- __   59.6 // 118.5 //    --- __    --- __   1.3 // 2.61 // 1.87 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T07:00:00.000Z  33  2.225 //   --- __  5.96 //  1.77 //   --- __  1.77 //   --- __   --- __  2.88 //  0.03 //   --- __  2.54 //   --- __   --- __   --- __   --- __  389.0 //  389.0 //    --- __    --- __    --- __    --- __    --- __    --- __  354.7 //    --- __  295.9 //   82.1 //    --- __   42.4 //  90.9 //    --- __    --- __   1.1 // 2.68 // 1.56 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T07:15:00.000Z  50  2.025 //   --- __  5.62 //  1.75 //   --- __  1.75 //   --- __   --- __  2.67 //  0.05 //   --- __  2.49 //   --- __   --- __   --- __   --- __  413.0 //  413.0 //    --- __    --- __    --- __    --- __    --- __    --- __  338.6 //    --- __  280.0 //   82.4 //    --- __   44.0 //  85.4 //    --- __    --- __   1.0 // 2.78 // 1.98 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T07:30:00.000Z  50  2.150 //   --- __  6.76 //  1.90 //   --- __  1.90 //   --- __   --- __  2.80 //  0.05 //   --- __  2.44 //   --- __   --- __   --- __   --- __  345.0 //  345.0 //    --- __    --- __    --- __    --- __    --- __    --- __  289.6 //    --- __  254.8 //   48.4 //    --- __   25.0 //  52.5 //    --- __    --- __   0.6 // 3.14 // 1.64 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T07:45:00.000Z  33  2.000 //   --- __  5.13 //  1.70 //  1.92 //  1.77 //   --- __   --- __  2.65 //  0.10 //   --- __  2.40 //  1.70 //   --- __   --- __  1.77 //  455.0 //  455.0 //    --- __  115.0 //    --- __    --- __    --- __    --- __  357.0 //    --- __  291.5 //   90.5 //    --- __   47.0 //  98.7 //    --- __    --- __   1.0 // 2.56 // 1.65 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T08:00:00.000Z  50  2.125 //   --- __  5.53 //  1.83 //   --- __  1.83 //   --- __   --- __  2.78 //  0.13 //   --- __  2.37 //   --- __   --- __   --- __   --- __  437.5 //  437.5 //    --- __    --- __    --- __    --- __    --- __    --- __  359.5 //    --- __  293.7 //   91.9 //    --- __   47.9 //  99.1 //    --- __    --- __   1.2 // 2.60 // 1.70 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T08:15:00.000Z 100  2.225 //   --- __  5.84 //  1.73 //   --- __  1.73 //   --- __   --- __  2.85 //  0.05 //   --- __  2.34 //   --- __   --- __   --- __   --- __  387.5 //  387.5 //    --- __    --- __    --- __    --- __    8.5 //    --- __  356.7 //    --- __  293.6 //   88.1 //    --- __   45.5 //  96.4 //    --- __    --- __   1.2 // 2.62 // 1.61 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T08:30:00.000Z  33  2.075 //   --- __  5.43 //  1.92 //   --- __  1.92 //   --- __   --- __  2.72 //  0.38 //   --- __  2.34 //   --- __   --- __   --- __   --- __  498.2 //  498.2 //    --- __    --- __    --- __    --- __    3.8 //    --- __  343.7 //    --- __  281.0 //   86.7 //    --- __   45.2 //  93.7 //    --- __    --- __   1.1 // 2.62 // 1.69 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T08:45:00.000Z  50  2.050 //   --- __  5.00 //  1.80 //   --- __  1.80 //   --- __   --- __  2.75 //  0.05 //   --- __  2.34 //   --- __   --- __   --- __   --- __  532.5 //  532.5 //    --- __    --- __    --- __    --- __    --- __    --- __  382.1 //    --- __  300.3 //  110.6 //    --- __   57.5 // 125.9 //    --- __    --- __   1.3 // 2.44 // 1.50 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T09:00:00.000Z  33  2.025 //   --- __  4.60 //  1.52 //   --- __  1.52 //   --- __   --- __  2.72 //  0.13 //   --- __  2.37 //   --- __   --- __   --- __   --- __  486.9 //  486.9 //    --- __    --- __    --- __    --- __    --- __    --- __  429.3 //    --- __  314.3 //  159.0 //    --- __   86.4 // 168.5 //    --- __    --- __   1.9 // 2.27 // 1.96 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T09:15:00.000Z 100  2.000 //   --- __  4.57 //  1.77 //   --- __  1.77 //   --- __   --- __  2.72 //  0.08 //   --- __  2.42 //   --- __   --- __   --- __   --- __  602.5 //  602.5 //    --- __    --- __    --- __    --- __    --- __    --- __  392.0 //    --- __  288.5 //  131.6 //    --- __   70.3 // 162.9 //    --- __    --- __   1.5 // 2.29 // 1.35 //  --- __  --- __
     AL945   45.07N  276.44E 2019-05-14T09:30:00.000Z  50  2.025 //   --- __  5.49 //  1.73 //   --- __  1.73 //   --- __   --- __  2.67 //  0.05 //   --- __  2.49 //   --- __   --- __   --- __   --- __  445.0 //  445.0 //    --- __    --- __    --- __    --- __    --- __    --- __  322.8 //    --- __  248.0 //   91.7 //    --- __   50.9 // 122.3 //    --- __    --- __   1.2 // 2.71 // 1.26 //  --- __  --- __
